   164/299     12.3G   0.04797    0.0351   0.01496   0.09802       252       640    0.3495    0.6181    0.5263    0.3336   0.04325   0.02526   0.01101
   165/299     12.3G   0.04808   0.03507   0.01499   0.09814       167       640    0.3507    0.6187    0.5262    0.3337   0.04323   0.02526   0.01099
   166/299     12.3G   0.04799   0.03501   0.01493   0.09793       146       640    0.3499    0.6193    0.5261    0.3339   0.04322   0.02526   0.01099
   167/299     12.3G   0.04799   0.03512   0.01492   0.09803       156       640    0.3497    0.6198    0.5269     0.334   0.04321   0.02526   0.01098
   168/299     12.3G   0.04788   0.03496   0.01484   0.09768       127       640    0.3507    0.6207    0.5272    0.3346    0.0432   0.02526   0.01096
   169/299     12.3G    0.0479   0.03497   0.01485   0.09772       166       640    0.3512    0.6199    0.5277    0.3348   0.04319   0.02525   0.01094
   170/299     12.3G   0.04795   0.03515   0.01487   0.09796       176       640    0.3517    0.6221    0.5285    0.3359   0.04317   0.02525   0.01092
   171/299     12.3G   0.04793   0.03493   0.01484    0.0977       193       640    0.3525    0.6225    0.5291    0.3363   0.04316   0.02524   0.01091
   172/299     12.3G    0.0479   0.03497   0.01479   0.09767       181       640    0.3527    0.6232    0.5301    0.3369   0.04314   0.02524    0.0109
   173/299     12.3G   0.04789   0.03502   0.01482   0.09773       207       640    0.3636    0.6245    0.5314    0.3374   0.04312   0.02523   0.01089
   174/299     12.3G    0.0478   0.03504   0.01475   0.09758       216       640    0.3624    0.6247     0.531    0.3369   0.04312   0.02523   0.01089
   175/299     12.3G   0.04776   0.03488   0.01468   0.09733       207       640    0.3637    0.6253    0.5315    0.3372   0.04311   0.02523   0.01088
   176/299     12.3G   0.04772   0.03491   0.01472   0.09736       148       640    0.3507    0.6234    0.5304    0.3373   0.04309   0.02522   0.01087
   177/299     12.3G   0.04771   0.03489   0.01467   0.09727       118       640    0.3501    0.6229    0.5305    0.3375   0.04308   0.02522   0.01085
   178/299     12.3G   0.04773   0.03504   0.01467   0.09744       187       640    0.3519     0.623    0.5304    0.3373   0.04307   0.02521   0.01084
   179/299     12.3G   0.04762   0.03485   0.01466   0.09713       199       640    0.3526    0.6235    0.5315    0.3376   0.04306   0.02521   0.01083
   180/299     12.3G   0.04759   0.03482    0.0146   0.09701       199       640    0.3528    0.6254    0.5313    0.3375   0.04305   0.02521   0.01082
   181/299     12.3G   0.04762   0.03481   0.01454   0.09697       236       640     0.353     0.626    0.5309    0.3376   0.04303   0.02521   0.01082
   182/299     12.3G   0.04762   0.03482   0.01454   0.09697       209       640    0.3529    0.6252     0.531    0.3371   0.04302    0.0252   0.01082
   183/299     12.3G   0.04754   0.03479   0.01461   0.09693       159       640    0.3523    0.6247    0.5312    0.3374     0.043   0.02519   0.01081
   184/299     12.3G   0.04755   0.03488   0.01453   0.09696       172       640    0.3656    0.6249    0.5321    0.3376     0.043   0.02518    0.0108
   185/299     12.3G   0.04747   0.03475   0.01455   0.09678       220       640    0.3658    0.6259    0.5329    0.3375   0.04299   0.02518   0.01078
   186/299     12.3G   0.04742   0.03483   0.01446   0.09671       222       640    0.3652    0.6252    0.5335     0.338   0.04298   0.02517   0.01077
   187/299     12.3G   0.04741   0.03474   0.01449   0.09664       257       640    0.3656    0.6266    0.5336    0.3386   0.04296   0.02517   0.01076
   188/299     12.3G   0.04744   0.03485   0.01449   0.09679       229       640    0.3657    0.6258    0.5335    0.3384   0.04296   0.02517   0.01076
   189/299     12.3G   0.04745   0.03479   0.01441   0.09665       151       640    0.3649     0.627    0.5339    0.3391   0.04294   0.02517   0.01075
   190/299     12.3G   0.04733   0.03476   0.01438   0.09648       160       640    0.3669     0.628    0.5343     0.339   0.04293   0.02516   0.01074
   191/299     12.3G   0.04737    0.0348   0.01438   0.09655       223       640    0.3676    0.6285    0.5343    0.3389   0.04292   0.02516   0.01073
   192/299     12.3G   0.04736   0.03485   0.01433   0.09654       194       640    0.3671    0.6278     0.535    0.3393    0.0429   0.02515   0.01071
   193/299     12.3G   0.04723   0.03459   0.01431   0.09613       198       640    0.3667    0.6277    0.5343    0.3396    0.0429   0.02514    0.0107
   194/299     12.3G   0.04729   0.03468   0.01433   0.09631       199       640    0.3662     0.628    0.5349      0.34    0.0429   0.02514    0.0107
   195/299     12.3G    0.0472   0.03461   0.01423   0.09604       225       640    0.3663    0.6292     0.535      0.34    0.0429   0.02513   0.01069
   196/299     12.3G   0.04721   0.03469   0.01421   0.09612       148       640    0.3654    0.6289    0.5355    0.3403   0.04288   0.02512   0.01068
   197/299     12.3G   0.04715   0.03468   0.01426   0.09609       154       640    0.3661     0.629    0.5363    0.3408   0.04287   0.02512   0.01068
   198/299     12.3G   0.04714   0.03475   0.01421    0.0961       189       640    0.3663    0.6291    0.5362    0.3413   0.04287   0.02511   0.01068
   199/299     12.3G   0.04709   0.03462   0.01422   0.09593       266       640    0.3667    0.6298    0.5366    0.3409   0.04286    0.0251   0.01067
   200/299     12.3G   0.04711   0.03463   0.01417   0.09592       182       640    0.3658    0.6292    0.5363     0.341   0.04286    0.0251   0.01065
   201/299     12.3G   0.04705   0.03464   0.01412   0.09581       186       640    0.3654    0.6286    0.5369    0.3416   0.04285    0.0251   0.01064
   202/299     12.3G   0.04706   0.03465   0.01411   0.09582       181       640    0.3654    0.6294    0.5369    0.3418   0.04284   0.02509   0.01063
   203/299     12.3G   0.04703   0.03456   0.01407   0.09566       162       640    0.3651    0.6306     0.537    0.3419   0.04284   0.02509   0.01062
